Time,ms,Acc_x,Acc_y,Acc_z,Ori_x,Ori_y,Ori_z,Spoon_loc_x,Spoon_loc_y,Spoon_loc_z,Score,Out,Trials,Remains
05:06:29.848,2,-0.01,-0.01,-0.13,16,268.4,26.6,0.7614655,1.359546,-0.1391904,11,0,11,117
05:06:29.866,21,-0.01,-0.03,-0.13,16,268.5,26.6,0.7622856,1.359424,-0.1406572,11,0,11,117
05:06:29.877,31,0,-0.09,-0.2,16,268.5,26.6,0.7635998,1.358418,-0.1414335,11,0,11,117
05:06:29.887,41,0,-0.09,-0.2,16,268.5,26.6,0.7635998,1.358418,-0.1414335,11,0,11,117
05:06:29.910,65,0.06,-0.08,-0.19,16,268.5,26.7,0.7657036,1.356964,-0.1432784,11,0,11,117
05:06:29.920,74,0.22,0,0.02,16,268.6,26.8,0.7663674,1.356557,-0.1439273,11,0,11,117
05:06:29.933,88,0.19,0.02,0.12,16,268.6,26.9,0.7674574,1.355459,-0.1455138,11,0,11,117
05:06:29.942,97,0.19,0.02,0.12,16,268.6,26.9,0.7674574,1.355459,-0.1455138,11,0,11,117
05:06:29.965,119,0.16,0.01,0.16,15.9,268.6,26.9,0.7682156,1.354663,-0.14586,11,0,11,117
05:06:29.976,130,0.22,0.01,0.04,15.9,268.6,27,0.7687821,1.354403,-0.1458473,11,0,11,117
05:06:29.986,141,0.22,0.01,0.04,15.9,268.6,27,0.7687821,1.354403,-0.1458473,11,0,11,117
05:06:30.001,155,0.21,0,0.05,15.8,268.6,27,0.7704014,1.353027,-0.1464934,11,0,11,117
05:06:30.022,176,0.21,0.02,0.03,15.8,268.6,27,0.7707705,1.353143,-0.1456609,11,0,11,117
05:06:30.030,185,0.21,0.02,0.03,15.8,268.6,27,0.7707705,1.353143,-0.1456609,11,0,11,117
05:06:30.052,206,0.21,0.02,0.03,15.8,268.6,27,0.7707705,1.353143,-0.1456609,11,0,11,117
05:06:30.063,217,0.14,0.08,0.01,15.8,268.6,27,0.7745852,1.351522,-0.1425345,11,0,11,117
05:06:30.072,227,0.05,0.1,-0.02,15.9,268.5,27,0.7752013,1.351798,-0.1406968,11,0,11,117
05:06:30.085,239,0.05,0.1,-0.02,15.9,268.5,27,0.7752013,1.351798,-0.1406968,11,0,11,117
05:06:30.107,261,-0.01,0.12,-0.01,15.9,268.5,27,0.7758316,1.351839,-0.1390922,11,0,11,117
05:06:30.117,272,-0.01,0.08,-0.04,15.9,268.5,27,0.7758784,1.35223,-0.1383996,11,0,11,117
05:06:30.129,283,-0.01,0.08,-0.04,15.9,268.5,27,0.7758784,1.35223,-0.1383996,11,0,11,117
05:06:30.140,294,0.02,0.08,-0.04,15.8,268.5,27,0.7757286,1.353101,-0.1368902,11,0,11,117
05:06:30.161,316,-0.02,0.07,0,15.8,268.5,27,0.7754597,1.353858,-0.1355834,11,0,11,117
05:06:30.172,326,-0.02,0.07,0,15.8,268.5,27,0.7754597,1.353858,-0.1355834,11,0,11,117
05:06:30.192,347,0.01,0.09,0.03,15.8,268.5,27,0.7750201,1.354431,-0.1345201,11,0,11,117
05:06:30.203,358,0.14,0,0.13,15.7,268.5,27,0.7747988,1.354707,-0.1339858,11,0,11,117
05:06:30.213,367,0.2,0.12,0.2,15.6,268.5,27,0.774734,1.355559,-0.1326747,11,0,11,117
05:06:30.235,389,0.2,0.12,0.2,15.6,268.5,27,0.774734,1.355559,-0.1326747,11,0,11,117
05:06:30.246,400,0.28,0.11,0.23,15.6,268.5,27,0.7749209,1.35638,-0.1312535,11,0,11,117
05:06:30.255,409,0.33,0.1,0.24,15.6,268.5,27,0.7753596,1.357062,-0.1298933,11,0,11,117
05:06:30.277,431,0.26,-0.1,0.08,15.6,268.5,27,0.7757191,1.357125,-0.1293321,11,0,11,117
05:06:30.288,442,0.26,-0.1,0.08,15.6,268.5,27,0.7757191,1.357125,-0.1293321,11,0,11,117
05:06:30.297,452,0.3,-0.16,-0.03,15.6,268.5,27,0.777945,1.355319,-0.1274076,11,0,11,117
05:06:30.312,466,0.3,-0.16,-0.03,15.6,268.5,27,0.777945,1.355319,-0.1274076,11,0,11,117
05:06:30.331,485,0.3,-0.16,-0.03,15.6,268.5,27,0.777945,1.355319,-0.1274076,11,0,11,117
05:06:30.342,496,0.26,-0.13,-0.08,15.6,268.5,27.1,0.7802376,1.351696,-0.1270478,11,0,11,117
05:06:30.353,507,-0.23,-0.14,-0.08,15.6,268.5,27.2,0.7805151,1.351922,-0.1293743,11,0,11,117
05:06:30.374,528,-0.23,-0.14,-0.08,15.6,268.5,27.2,0.7805151,1.351922,-0.1293743,11,0,11,117
05:06:30.386,540,-0.25,-0.21,-0.32,15.6,268.5,27.3,0.7803559,1.351624,-0.1325176,11,0,11,117
05:06:30.396,551,-0.24,-0.18,-0.4,15.7,268.6,27.5,0.779839,1.351431,-0.1352394,11,0,11,117
05:06:30.417,572,-0.28,0.01,-0.31,15.7,268.6,27.8,0.7799925,1.350363,-0.1363869,11,0,11,117
05:06:30.428,583,-0.28,0.01,-0.31,15.7,268.6,27.8,0.7799925,1.350363,-0.1363869,11,0,11,117
05:06:30.440,595,-0.32,0.16,-0.14,15.7,268.7,28.1,0.7797903,1.348797,-0.138046,11,0,11,117
05:06:30.451,606,-0.32,0.16,-0.14,15.7,268.7,28.1,0.7797903,1.348797,-0.138046,11,0,11,117
05:06:30.473,627,-0.32,0.16,-0.14,15.7,268.7,28.1,0.7797903,1.348797,-0.138046,11,0,11,117
05:06:30.484,638,-0.38,0.3,0.24,15.7,268.8,28.3,0.7793745,1.347903,-0.1386189,11,0,11,117
05:06:30.495,649,0.13,0.28,0.1,15.8,269.1,28.8,0.779303,1.347227,-0.139061,11,0,11,117
05:06:30.518,672,0.13,0.28,0.1,16,269.2,29,0.779303,1.347227,-0.139061,11,0,11,117
05:06:30.527,681,0.13,0.28,0.1,16,269.2,29,0.779303,1.347227,-0.139061,11,0,11,117
05:06:30.537,692,0.15,0.1,-0.04,16.3,269.5,29.8,0.7795328,1.345782,-0.1387961,11,0,11,117
05:06:30.560,714,0.29,0.17,0.04,16.7,269.6,30.5,0.7795014,1.345307,-0.1387079,11,0,11,117
05:06:30.570,725,0.29,0.17,0.04,16.7,269.6,30.5,0.7795014,1.345307,-0.1387079,11,0,11,117
05:06:30.581,736,0.42,0.12,-0.09,17.5,269.6,31.8,0.77953,1.343157,-0.1391628,11,0,11,117
05:06:30.592,746,0.42,0.12,-0.09,17.5,269.6,31.8,0.77953,1.343157,-0.1391628,11,0,11,117
05:06:30.612,766,0.42,0.12,-0.09,17.5,269.6,31.8,0.77953,1.343157,-0.1391628,11,0,11,117
05:06:30.626,780,0.33,0.09,-0.11,18,269.6,32.6,0.7794775,1.340098,-0.1393318,11,0,11,117
05:06:30.633,788,0.12,0.18,-0.02,18.8,269.5,34,0.7792038,1.338191,-0.1397364,11,0,11,117
05:06:30.656,810,0.1,0.17,0.01,19.1,269.5,34.5,0.7792448,1.336921,-0.1394727,11,0,11,117
05:06:30.667,821,0.1,0.17,0.01,19.1,269.5,34.5,0.7792448,1.336921,-0.1394727,11,0,11,117
05:06:30.678,832,-0.28,0.45,0.16,20.1,269.3,36.1,0.7798981,1.332445,-0.1377695,11,0,11,117
05:06:30.699,853,-0.25,0.37,0.03,21.3,269.2,38,0.7801604,1.33102,-0.1369295,11,0,11,117
05:06:30.709,863,-0.25,0.37,0.03,21.3,269.2,38,0.7801604,1.33102,-0.1369295,11,0,11,117
05:06:30.720,874,-0.2,0.41,0.05,22.2,269.1,39.3,0.7813439,1.3279,-0.1344826,11,0,11,117
05:06:30.742,896,-0.48,0.46,0.12,23.1,269,40.7,0.7816157,1.327014,-0.1339767,11,0,11,117
05:06:30.753,907,-0.55,0.43,0.09,24.2,269,42.1,0.7814822,1.326611,-0.1327262,11,0,11,117
05:06:30.772,927,-0.55,0.43,0.09,24.2,269,42.1,0.7814822,1.326611,-0.1327262,11,0,11,117
05:06:30.785,939,-0.57,0.47,0.11,24.8,269,42.8,0.7813029,1.323207,-0.1317639,11,0,11,117
05:06:30.794,949,-0.63,0.39,-0.02,25.3,269,43.5,0.7810587,1.320519,-0.1319528,11,0,11,117
05:06:30.816,971,-0.55,0.28,-0.16,25.7,269.1,44.1,0.780847,1.319848,-0.1319072,11,0,11,117
05:06:30.827,981,-0.55,0.28,-0.16,25.7,269.1,44.1,0.780847,1.319848,-0.1319072,11,0,11,117
05:06:30.838,993,-0.2,0.23,-0.01,27.3,269.5,46.6,0.7797255,1.313785,-0.1328068,11,0,11,117
05:06:30.860,1014,-0.07,0.11,0.23,28.1,269.7,47.9,0.7787403,1.311389,-0.1336098,11,0,11,117
05:06:30.870,1024,-0.07,0.11,0.23,28.1,269.7,47.9,0.7787403,1.311389,-0.1336098,11,0,11,117
05:06:30.883,1037,0.36,-0.01,-0.06,29,269.9,49.1,0.7764553,1.305705,-0.1358402,11,0,11,117
05:06:30.906,1060,0.33,0.02,0.16,30.3,270.1,51,0.7752861,1.303061,-0.1364214,11,0,11,117
05:06:30.917,1071,0.28,-0.13,0.15,31.1,270.3,52,0.7741207,1.300037,-0.1369903,11,0,11,117
05:06:30.925,1079,0.28,-0.13,0.15,31.1,270.3,52,0.7741207,1.300037,-0.1369903,11,0,11,117
05:06:30.948,1103,0.34,-0.31,0.18,31.8,270.5,53,0.7715907,1.292385,-0.137512,11,0,11,117
05:06:30.959,1113,0.39,-0.28,0.15,32.4,270.7,53.8,0.7711262,1.289641,-0.1375935,11,0,11,117
05:06:30.966,1121,0.39,-0.28,0.15,32.4,270.7,53.8,0.7711262,1.289641,-0.1375935,11,0,11,117
05:06:30.990,1144,0.3,-0.29,0.32,32.9,271,54.5,0.7698664,1.283179,-0.1375396,11,0,11,117
05:06:31.002,1157,0.2,-0.28,0.32,33.1,271,54.8,0.7694268,1.281302,-0.1375248,11,0,11,117
05:06:31.011,1165,0.2,-0.28,0.32,33.1,271,54.8,0.7694268,1.281302,-0.1375248,11,0,11,117
05:06:31.030,1185,0.2,-0.28,0.32,33.1,271,54.8,0.7694268,1.281302,-0.1375248,11,0,11,117
05:06:31.044,1198,-0.24,-0.04,0.5,33.5,271.3,55.4,0.7683606,1.281122,-0.1383991,11,0,11,117
05:06:31.053,1207,-0.24,-0.04,0.5,33.5,271.3,55.4,0.7683606,1.281122,-0.1383991,11,0,11,117
05:06:31.073,1227,-0.24,-0.04,0.5,33.5,271.3,55.4,0.7683606,1.281122,-0.1383991,11,0,11,117
05:06:31.086,1240,0,-0.13,0.49,33.2,272,56,0.7676873,1.279821,-0.1399758,11,0,11,117
05:06:31.095,1249,0.04,-0.04,0.35,33,272.6,56.5,0.7677855,1.278812,-0.1405356,11,0,11,117
05:06:31.117,1272,0.2,-0.11,0.27,32.9,272.8,56.6,0.7678046,1.278193,-0.1408966,11,0,11,117
05:06:31.126,1280,0.2,-0.11,0.27,32.9,272.8,56.6,0.7678046,1.278193,-0.1408966,11,0,11,117
05:06:31.148,1302,0.31,-0.19,0.17,32.8,273.2,56.8,0.76796,1.27812,-0.1418624,11,0,11,117
05:06:31.159,1313,0.36,-0.22,0,32.3,273.7,56.9,0.7675719,1.277939,-0.1438947,11,0,11,117
05:06:31.166,1321,0.36,-0.22,0,32.3,273.7,56.9,0.7675719,1.277939,-0.1438947,11,0,11,117
05:06:31.190,1344,0.64,-0.18,-0.23,32.1,273.9,56.9,0.7668623,1.276869,-0.1485631,11,0,11,117
05:06:31.202,1356,0.67,-0.2,-0.16,31.3,274.3,56.8,0.7667269,1.276556,-0.1501439,11,0,11,117
05:06:31.209,1363,0.67,-0.2,-0.16,31.3,274.3,56.8,0.7667269,1.276556,-0.1501439,11,0,11,117
05:06:31.233,1387,0.26,-0.28,-0.18,30.5,274.6,56.4,0.7661175,1.275725,-0.1543586,11,0,11,117
05:06:31.245,1399,0.17,-0.28,-0.42,29.2,275,55.8,0.7659478,1.275229,-0.1556232,11,0,11,117
05:06:31.255,1409,0.03,-0.23,-0.41,28.6,275,55.5,0.7657198,1.274149,-0.1576557,11,0,11,117
05:06:31.266,1420,0.03,-0.23,-0.41,28.6,275,55.5,0.7657198,1.274149,-0.1576557,11,0,11,117
05:06:31.289,1444,-0.06,-0.23,-0.44,27.9,275.1,55.1,0.7657551,1.273433,-0.1597371,11,0,11,117
05:06:31.299,1453,-0.02,-0.33,-0.55,26.3,275.4,54.3,0.7658753,1.273251,-0.1607714,11,0,11,117
05:06:31.312,1466,-0.02,-0.33,-0.55,26.3,275.4,54.3,0.7658753,1.273251,-0.1607714,11,0,11,117
05:06:31.331,1485,-0.02,-0.33,-0.55,26.3,275.4,54.3,0.7658753,1.273251,-0.1607714,11,0,11,117
05:06:31.344,1498,0.03,-0.45,-0.68,24.6,275.7,53.5,0.7657637,1.272256,-0.1665459,11,0,11,117
05:06:31.352,1507,0,0.03,0.04,19.1,276.4,50.8,0.7649884,1.273046,-0.1706588,11,0,11,117
05:06:31.374,1528,0,0.03,0.04,19.1,276.4,50.8,0.7649884,1.273046,-0.1706588,11,0,11,117
05:06:31.387,1541,0.03,-0.01,0.07,18.1,276.4,50.3,0.7635846,1.27505,-0.1739428,11,0,11,117
05:06:31.396,1551,0.18,0.03,-0.13,15.1,276.6,48.3,0.7621045,1.277475,-0.1759894,11,0,11,117
