Time,ms,Acc_x,Acc_y,Acc_z,Ori_x,Ori_y,Ori_z,Spoon_loc_x,Spoon_loc_y,Spoon_loc_z,Score,Out,Trials,Remains
04:11:55.877,0,-0.21,0.05,0.08,19,275.2,1.4,0.7337031,1.355846,-0.04064369,1,1,2,126
04:11:55.885,8,-0.21,0.05,0.08,19,275.2,1.4,0.7337031,1.355846,-0.04064369,1,1,2,126
04:11:55.895,18,-0.16,0.03,0.06,19,275.2,1.4,0.7337031,1.355846,-0.04064369,1,1,2,126
04:11:55.917,40,-0.12,0.02,0.09,19,275.2,1.4,0.7337031,1.355846,-0.04064369,1,1,2,126
04:11:55.927,51,-0.07,0.06,0.07,19,275.2,1.4,0.7337031,1.355846,-0.04064369,1,1,2,126
04:11:55.939,63,-0.12,0.07,0.13,19,275.2,1.4,0.7337031,1.355846,-0.04064369,1,1,2,126
04:11:55.961,85,-0.07,0.09,0.11,19,275.2,1.4,0.7337031,1.355846,-0.04064369,1,1,2,126
04:11:55.972,96,-0.03,0.1,0.06,19,275.3,1.4,0.7337031,1.355846,-0.04064369,1,1,2,126
04:11:55.982,105,-0.03,0.1,0.06,19,275.3,1.4,0.7337031,1.355846,-0.04064369,1,1,2,126
04:11:56.002,126,0,0.05,0.05,19,275.3,1.4,0.7337031,1.355846,-0.04064369,1,1,2,126
04:11:56.014,138,0.01,0.02,0.02,19,275.3,1.4,0.7337031,1.355846,-0.04064369,1,1,2,126
04:11:56.024,147,0.01,0.02,0.02,19,275.3,1.4,0.7337031,1.355846,-0.04064369,1,1,2,126
04:11:56.045,169,0,0.01,-0.02,19,275.3,1.4,0.7337031,1.355846,-0.04064369,1,1,2,126
04:11:56.056,179,0,0.05,-0.02,19,275.3,1.4,0.7369093,1.351368,-0.03704119,1,1,2,126
04:11:56.067,190,0.02,0.05,0.01,19,275.3,1.4,0.7375569,1.350354,-0.03627467,1,1,2,126
04:11:56.077,201,-0.01,0.05,0,19,275.3,1.4,0.7378725,1.349846,-0.03586125,1,1,2,126
04:11:56.097,222,0,0.02,0.03,19,275.3,1.4,0.7379403,1.349841,-0.03561425,1,1,2,126
04:11:56.110,233,-0.07,0.04,0.07,19,275.3,1.4,0.7380118,1.349829,-0.03539348,1,1,2,126
04:11:56.119,242,-0.07,0.04,0.07,19,275.3,1.4,0.7380118,1.349829,-0.03539348,1,1,2,126
04:11:56.141,265,-0.11,0.03,0.06,19,275.3,1.4,0.737965,1.350167,-0.0351727,1,1,2,126
04:11:56.153,276,-0.17,0.04,0.09,19,275.3,1.4,0.7379794,1.350253,-0.03509903,1,1,2,126
04:11:56.162,286,-0.17,0.04,0.09,19,275.3,1.4,0.7379794,1.350253,-0.03509903,1,1,2,126
04:11:56.185,308,-0.13,0.01,0.06,19,275.3,1.5,0.7380394,1.350693,-0.03503251,1,1,2,126
04:11:56.195,319,-0.02,0.01,0.02,19,275.3,1.5,0.7381195,1.350667,-0.0349257,1,1,2,126
04:11:56.204,328,-0.02,0.01,0.02,19,275.3,1.5,0.7381195,1.350667,-0.0349257,1,1,2,126
04:11:56.227,350,-0.02,0.01,0,19,275.3,1.5,0.7383437,1.350574,-0.03474879,1,1,2,126
04:11:56.237,361,0.04,0.03,0.08,19,275.3,1.5,0.7383065,1.35063,-0.03477073,1,1,2,126
04:11:56.247,371,0.04,0,0.14,19,275.4,1.5,0.7382655,1.3507,-0.03483367,1,1,2,126
04:11:56.269,393,0.02,-0.02,0.17,19,275.4,1.6,0.7381853,1.350901,-0.034971,1,1,2,126
04:11:56.280,403,0.02,-0.02,0.17,19,275.4,1.6,0.7381853,1.350901,-0.034971,1,1,2,126
04:11:56.290,414,0.02,-0.02,0.17,19,275.4,1.6,0.7381853,1.350901,-0.034971,1,1,2,126
04:11:56.311,435,-0.06,0.05,0.2,18.9,275.4,1.6,0.7371973,1.352174,-0.03422832,1,1,2,126
04:11:56.322,445,-0.06,0.05,0.2,18.9,275.4,1.6,0.7371973,1.352174,-0.03422832,1,1,2,126
04:11:56.332,456,-0.59,-0.21,0.38,18.8,275.5,1.7,0.7371096,1.352445,-0.03402686,1,1,2,126
04:11:56.342,466,-0.59,-0.21,0.38,18.8,275.5,1.7,0.7371096,1.352445,-0.03402686,1,1,2,126
04:11:56.364,488,-0.68,-0.07,0.58,18.8,275.5,2,0.7370848,1.352595,-0.03382015,1,1,2,126
04:11:56.376,499,-0.65,-0.01,0.44,18.8,275.6,2.3,0.7371268,1.352536,-0.03337932,1,1,2,126
