Time,ms,Acc_x,Acc_y,Acc_z,Ori_x,Ori_y,Ori_z,Spoon_loc_x,Spoon_loc_y,Spoon_loc_z,Score,Out,Trials,Remains
03:38:06.491,1,-0.09,0.04,0.09,19.3,280.4,22.8,0.7837223,1.397223,-0.081182,0,7,7,121
03:38:06.500,10,-0.09,0.04,0.09,19.3,280.4,22.8,0.7837223,1.397223,-0.081182,0,7,7,121
03:38:06.520,30,-0.05,0.03,0.1,19.3,280.4,22.8,0.7832913,1.39801,-0.07937527,0,7,7,121
03:38:06.531,41,0.02,0.01,0,19.3,280.5,22.9,0.7833342,1.397865,-0.07838225,0,7,7,121
03:38:06.552,62,0.02,0.02,0,19.3,280.5,22.9,0.7833628,1.39759,-0.07747364,0,7,7,121
03:38:06.564,74,0.02,0.02,0,19.3,280.5,22.9,0.7833628,1.39759,-0.07747364,0,7,7,121
03:38:06.572,83,0,0.03,-0.08,19.3,280.5,22.9,0.7837071,1.397545,-0.07671046,0,7,7,121
03:38:06.593,103,0,0.03,-0.08,19.3,280.5,22.9,0.7837071,1.397545,-0.07671046,0,7,7,121
03:38:06.604,115,0,0.03,-0.08,19.3,280.5,22.9,0.7837071,1.397545,-0.07671046,0,7,7,121
03:38:06.614,124,0.01,0.02,-0.05,19.3,280.5,22.9,0.7839789,1.39731,-0.07665515,0,7,7,121
03:38:06.636,146,0.04,0.06,-0.08,19.4,280.5,22.9,0.7839465,1.39733,-0.0768559,0,7,7,121
03:38:06.646,156,0.04,0.06,-0.08,19.4,280.5,22.9,0.7839465,1.39733,-0.0768559,0,7,7,121
03:38:06.656,166,-0.02,0.09,-0.01,19.4,280.5,22.9,0.7839951,1.397447,-0.07749248,0,7,7,121
03:38:06.678,188,-0.01,0.05,-0.19,19.5,280.5,22.9,0.7840104,1.397509,-0.07771635,0,7,7,121
03:38:06.689,199,-0.06,0.07,-0.24,19.5,280.5,22.9,0.7840313,1.397577,-0.07795477,0,7,7,121
03:38:06.700,210,-0.12,0.02,-0.28,19.5,280.6,22.9,0.7839646,1.397846,-0.07820034,0,7,7,121
03:38:06.711,222,-0.08,0.06,-0.29,19.5,280.6,22.8,0.7839217,1.397995,-0.07833028,0,7,7,121
03:38:06.735,245,-0.08,0.05,-0.25,19.5,280.6,22.8,0.7838272,1.398155,-0.07833886,0,7,7,121
03:38:06.745,255,-0.08,0.05,-0.25,19.5,280.6,22.8,0.7838272,1.398155,-0.07833886,0,7,7,121
03:38:06.755,265,-0.14,0.08,-0.07,19.5,280.6,22.8,0.7835268,1.398617,-0.07835841,0,7,7,121
03:38:06.776,286,-0.08,0.11,-0.06,19.5,280.6,22.9,0.7835793,1.398722,-0.07815576,0,7,7,121
03:38:06.788,298,-0.06,0.13,-0.01,19.5,280.6,22.9,0.7836375,1.398825,-0.0779798,0,7,7,121
03:38:06.799,308,-0.06,0.13,-0.01,19.5,280.6,22.9,0.7836375,1.398825,-0.0779798,0,7,7,121
03:38:06.819,329,-0.02,0.09,-0.04,19.5,280.6,22.9,0.7838196,1.39911,-0.07757592,0,7,7,121
03:38:06.830,340,0.02,0.07,-0.1,19.5,280.6,22.9,0.7837395,1.399394,-0.07725573,0,7,7,121
03:38:06.839,350,0,0.06,-0.1,19.5,280.6,22.9,0.7841257,1.399332,-0.07647324,0,7,7,121
03:38:06.861,371,-0.01,0.07,-0.05,19.5,280.6,22.9,0.7843575,1.399258,-0.07607007,0,7,7,121
03:38:06.872,382,-0.06,0.01,-0.07,19.5,280.6,22.9,0.7843575,1.399258,-0.07607007,0,7,7,121
03:38:06.880,391,-0.06,0.01,-0.07,19.5,280.6,22.9,0.7843575,1.399258,-0.07607007,0,7,7,121
03:38:06.903,413,-0.22,0.06,0.03,19.5,280.6,22.9,0.7845835,1.39924,-0.07494569,0,7,7,121
03:38:06.914,424,-0.12,0.05,0,19.4,280.6,22.9,0.7848658,1.39885,-0.07466674,0,7,7,121
03:38:06.923,434,-0.12,0.05,0,19.4,280.6,22.9,0.7848658,1.39885,-0.07466674,0,7,7,121
03:38:06.947,457,-0.05,0.05,-0.02,19.4,280.5,23,0.7851748,1.397393,-0.07559919,0,7,7,121
03:38:06.956,466,-0.13,0.07,0.03,19.4,280.5,23,0.7856573,1.396759,-0.07581878,0,7,7,121
03:38:06.977,487,-0.11,0.07,0.01,19.4,280.5,23,0.7864794,1.395685,-0.07615113,0,7,7,121
03:38:06.988,499,0.05,0.06,-0.04,19.4,280.6,23,0.7868342,1.395474,-0.07620525,0,7,7,121
03:38:07.000,510,0.05,0.06,-0.04,19.4,280.6,23,0.7868342,1.395474,-0.07620525,0,7,7,121
03:38:07.011,521,0.05,0.06,-0.04,19.4,280.6,23,0.7868342,1.395474,-0.07620525,0,7,7,121
03:38:07.033,544,0.13,0.05,-0.04,19.4,280.6,23,0.788361,1.394772,-0.07613802,0,7,7,121
03:38:07.044,553,0.15,0.04,-0.04,19.4,280.6,23,0.7875132,1.395628,-0.07696652,0,7,7,121
03:38:07.055,565,0.08,0.11,-0.06,19.3,280.6,23,0.7866568,1.396519,-0.07789874,0,7,7,121
03:38:07.074,585,-0.07,0.09,-0.07,19.3,280.6,23.1,0.7863211,1.396901,-0.07830477,0,7,7,121
03:38:07.085,596,-0.07,0.09,-0.07,19.3,280.6,23.1,0.7863211,1.396901,-0.07830477,0,7,7,121
03:38:07.095,606,-0.03,0.11,-0.22,19.4,280.6,23.1,0.785294,1.397295,-0.07904887,0,7,7,121
03:38:07.117,627,-0.2,0.08,-0.25,19.5,280.6,23.3,0.7848229,1.397437,-0.07941866,0,7,7,121
03:38:07.128,638,-0.2,0.08,-0.25,19.5,280.6,23.3,0.7848229,1.397437,-0.07941866,0,7,7,121
03:38:07.137,647,-0.2,0.08,-0.25,19.5,280.6,23.3,0.7848229,1.397437,-0.07941866,0,7,7,121
03:38:07.159,669,-0.35,0.1,-0.36,19.5,280.6,23.4,0.7839274,1.3981,-0.08071303,0,7,7,121
03:38:07.169,679,-0.28,0.1,-0.35,19.5,280.5,24.1,0.7837033,1.398145,-0.08117223,0,7,7,121
03:38:07.179,689,-0.39,0.13,-0.33,19.5,280.5,24.3,0.7836079,1.39786,-0.0812397,0,7,7,121
03:38:07.203,713,-0.29,0.01,-0.33,19.5,280.4,24.7,0.7835898,1.397684,-0.08126998,0,7,7,121
