Time,ms,Acc_x,Acc_y,Acc_z,Ori_x,Ori_y,Ori_z,Marker_loc_x,Marker_loc_y,Marker_loc_z,Tip_loc_x,Tip_loc_y,Tip_loc_z,
00:27:59.929,666,0.66,-0.09,-0.36,-5.44,163.19,-38.06,0.9692497,1.262688,-0.3319209,0.9899837,1.279958,-0.3239388,0
00:27:59.967,703,0.32,-0.17,-0.75,-4,163.19,-40.12,0.9679601,1.265822,-0.3338859,0.9881933,1.283911,-0.326452,0
00:27:59.994,731,0.63,0.19,-0.84,-2.31,163.12,-42.81,0.9660567,1.270354,-0.3357923,0.9855873,1.289461,-0.3290603,0
00:28:00.020,756,0.32,0,-0.24,-0.19,162.88,-45.19,0.9649951,1.271198,-0.3363442,0.9839289,1.291162,-0.3304431,0
00:28:00.045,781,0.36,0.1,-0.01,1.25,162.75,-46.69,0.9638456,1.272163,-0.3368196,0.9824123,1.292634,-0.3315222,0
00:28:00.062,799,0.49,0.52,-0.36,3.25,162.25,-48.75,0.96272,1.273399,-0.3373616,0.9807563,1.294522,-0.3328474,0
00:28:00.085,822,0.54,0.66,-0.45,4.25,161.94,-50,0.9609458,1.274263,-0.3375096,0.9786379,1.295761,-0.333421,0
00:28:00.125,861,0.44,0.48,-0.57,5.19,161.69,-51.12,0.9585748,1.275262,-0.3380759,0.9759663,1.297078,-0.334408,0
00:28:00.151,887,0.4,0.03,-1.79,6.56,161.44,-52.56,0.9549717,1.277041,-0.3378592,0.9720015,1.299237,-0.3348339,0
00:28:00.174,911,0.45,0.19,-2.41,6.88,161.25,-52.81,0.9534067,1.276442,-0.3378012,0.9703767,1.298698,-0.3348765,0
00:28:00.203,939,0.59,-0.2,-2.03,5.88,160.81,-51.5,0.9534067,1.276442,-0.3378012,0.9706924,1.298348,-0.3341739,0
00:28:00.229,965,1.12,0.19,-1.64,4.06,160.81,-49.56,0.9534067,1.276442,-0.3378012,0.9711439,1.297805,-0.3332336,0
00:28:00.257,993,0.7,0.58,-1.73,0.12,161.31,-45.81,0.9534067,1.276442,-0.3378012,0.9720005,1.296619,-0.3315558,0
00:28:00.284,1020,0.59,0.23,-2.67,-2.81,161.88,-43.06,0.9534067,1.276442,-0.3378012,0.9726543,1.295632,-0.3305118,0
00:28:00.312,1048,0.88,-0.19,-1.48,-7.25,162.94,-37.75,0.9511768,1.270702,-0.3411868,0.9718099,1.287792,-0.3325808,0
00:28:00.352,1088,1.13,-0.09,-0.43,-10.12,163.56,-33.56,0.951525,1.268908,-0.3421082,0.973242,1.284222,-0.3328502,0
00:28:00.381,1117,1.05,0.61,0.43,-17.5,164.38,-23.19,0.9518753,1.266127,-0.3433695,0.9758891,1.276696,-0.3331957,0
00:28:00.419,1155,0.84,0.55,0.39,-21.5,164.56,-17.62,0.9519994,1.264481,-0.3438559,0.97702,1.272406,-0.3337064,0
00:28:00.457,1193,1.39,0.67,1.55,-25.31,164.31,-12.44,0.9518096,1.263553,-0.3439577,0.9775642,1.269033,-0.3340313,0
00:28:00.482,1219,1.15,1.37,1.06,-28.81,163.25,-7,0.9517261,1.262165,-0.3449469,0.9779951,1.26517,-0.335315,0
00:28:00.496,1232,1.05,0.81,0.72,-30.56,162.75,-4.31,0.9522032,1.261605,-0.3462431,0.9786826,1.263426,-0.3368952,0
00:28:00.520,1257,0.74,0.92,0.97,-31.62,162.5,-2.62,0.9527991,1.261736,-0.3468251,0.9794058,1.262832,-0.337729,0
00:28:00.560,1296,0.86,1,0.96,-32.69,162.31,-1.12,0.9542804,1.262568,-0.3476331,0.9809944,1.263031,-0.3388009,0
00:28:00.589,1325,0.86,0.97,1.18,-33.69,162.19,0.31,0.9553481,1.26343,-0.3482835,0.9821649,1.263303,-0.3397572,0
00:28:00.622,1359,0.47,0.69,1.34,-33.75,162.06,0.62,0.954073,1.26329,-0.346966,0.9808954,1.263037,-0.3384597,0
00:28:00.648,1385,0.49,0.36,0.86,-32.94,162.12,-0.19,0.954312,1.263368,-0.3467069,0.9810771,1.263446,-0.3380189,0
00:28:00.671,1407,0.64,0.78,0.77,-31.44,162.06,-2.12,0.9547439,1.263323,-0.346257,0.9813302,1.264211,-0.3370786,0
00:28:00.708,1444,0.68,1.12,1.11,-30.5,162,-3.44,0.9558553,1.26276,-0.3454645,0.982305,1.264215,-0.3359694,0
00:28:00.730,1467,0.69,0.9,0.72,-28.81,162.06,-6.12,0.9574743,1.261437,-0.3439841,0.9836482,1.264065,-0.3339903,0
00:28:00.753,1489,0.99,0.53,0.1,-27.75,162.25,-8.19,0.9578821,1.262451,-0.3433945,0.9838402,1.265999,-0.3331254,0
00:28:00.769,1506,0.62,-0.06,0.32,-25.75,162.69,-11.56,0.9561137,1.263511,-0.3425329,0.9817052,1.26859,-0.331991,0
00:28:00.792,1529,0.42,-0.2,0.41,-24.06,162.88,-13.94,0.9550696,1.26393,-0.3421044,0.9803571,1.27012,-0.3314235,0
00:28:00.833,1570,0.41,-0.26,-0.05,-22.5,162.94,-16.38,0.9556812,1.262428,-0.3427513,0.9806001,1.26976,-0.3319275,0
00:28:00.874,1611,0.31,0.11,-0.07,-19.38,162.88,-21.25,0.9555891,1.261886,-0.3419704,0.9796574,1.271507,-0.3310156,0
00:28:00.900,1636,0.57,0.04,-0.34,-15.56,162.62,-26.69,0.9552659,1.261274,-0.3409059,0.978247,1.27345,-0.3301601,0
00:28:00.937,1673,0.44,0.3,-0.38,-12.81,162.38,-30.75,0.9545163,1.260786,-0.3395553,0.9765998,1.274816,-0.3291943,0
00:28:00.958,1695,0.3,-0.14,-0.83,-9,162.31,-36,0.9542512,1.260577,-0.3388329,0.9751542,1.276914,-0.3294499,0
00:28:01.001,1737,0.31,-0.21,-0.78,-7,162.19,-38.5,0.9544613,1.261264,-0.3384259,0.9747755,1.278651,-0.3296576,0
00:28:01.048,1785,0.41,-0.04,-0.38,-3.5,161.75,-42.06,0.9545457,1.260453,-0.3393083,0.9740269,1.279269,-0.3316727,0
00:28:01.091,1827,0.45,0.4,-0.49,4.25,159.94,-49.31,0.9540417,1.258596,-0.3398092,0.9718174,1.279874,-0.3350017,0
00:28:01.132,1868,0.38,0.35,-0.56,8.56,158.94,-53.06,0.9541883,1.258234,-0.3399715,0.9711732,1.280475,-0.3370187,0
00:28:01.168,1905,0.55,0.25,-0.51,11.5,158.44,-55.44,0.9574509,1.255562,-0.3408253,0.9739948,1.278271,-0.3392563,0
00:28:01.193,1929,0.46,0.19,-0.54,13.56,158,-57,0.9608919,1.252561,-0.3412769,0.9771749,1.275503,-0.3406661,0
00:28:01.229,1965,0.36,0.38,-0.82,14.94,157.56,-58.06,0.9649295,1.249594,-0.3416319,0.9810391,1.272667,-0.3416395,0
00:28:01.256,1993,0.38,0.2,-0.79,14.5,157.44,-57.94,0.9716846,1.243909,-0.3427422,0.9877694,1.266998,-0.342526,0
00:28:01.295,2031,0.33,0,-0.71,13.5,157.56,-57.06,0.9716846,1.243909,-0.3427422,0.9879318,1.266872,-0.3419971,0
00:28:01.337,2073,0.54,0.02,-1.06,10,157.62,-54.5,0.9743971,1.241619,-0.3417206,0.991022,1.26418,-0.3391774,0
00:28:01.367,2103,0.93,0.97,-1.16,5.06,157.12,-49.25,0.9768011,1.23948,-0.3410058,0.9944555,1.260715,-0.3355963,0
00:28:01.402,2139,1.03,0.54,-0.57,2.69,157.12,-45.06,0.9771425,1.238677,-0.3406823,0.9958192,1.258574,-0.3338153,0
00:28:01.424,2161,0.85,-0.36,0.76,0.12,157.62,-40.06,0.9777723,1.237434,-0.3404121,0.997702,1.255545,-0.3322468,0
00:28:01.449,2185,0.8,0.03,0.11,-2.25,157.94,-36.5,0.9786519,1.237059,-0.3404481,0.9993697,1.253784,-0.3313434,0
00:28:01.488,2224,1,1.1,0.1,-5.25,158.12,-32.88,0.9799103,1.236528,-0.340425,1.001319,1.25174,-0.3303211,0
00:28:01.531,2267,0.95,0.73,0.42,-12.38,158.88,-24.06,0.9813107,1.236299,-0.3403192,1.004394,1.247504,-0.3287661,0
00:28:01.570,2306,0.71,0.85,0,-18.44,160,-17.31,0.9816765,1.23645,-0.3395729,1.006016,1.244393,-0.3278956,0
00:28:01.609,2345,0.62,0.57,0.38,-22.88,161.06,-12.81,0.9807386,1.237434,-0.3383284,1.005905,1.243183,-0.3271277,0
00:28:01.636,2373,0.82,0.53,0.06,-29.12,162.44,-7.5,0.977185,1.240625,-0.3358135,1.003245,1.243834,-0.3256919,0
00:28:01.656,2393,0.9,1.09,0.95,-34,163.38,-3.12,0.9740211,1.243178,-0.3340561,1.0007,1.244448,-0.3251987,0
00:28:01.676,2413,0.88,1.34,1.78,-34.94,163.5,-1.81,0.9740211,1.243178,-0.3340561,1.000844,1.243907,-0.3255799,0
00:28:01.728,2464,0.8,1.34,1.74,-35.06,163.5,-1.44,0.9660466,1.256591,-0.3329659,0.9929039,1.25717,-0.3245866,0
00:28:01.756,2493,0.68,1.26,0.79,-33.69,162.88,-1.88,0.9570829,1.269531,-0.3328538,0.9838108,1.2703,-0.3240852,0
00:28:01.782,2518,0.81,1.05,0.51,-31.81,162.44,-3.25,0.9570829,1.269531,-0.3328538,0.9836148,1.270887,-0.3235757,0
00:28:01.811,2547,0.69,0.6,0.42,-29.62,162.25,-5.25,0.9544875,1.2716,-0.3354633,0.9807875,1.273838,-0.3257084,0
00:28:01.850,2586,0.44,0.19,0.32,-27.12,162.12,-7.56,0.9537095,1.273432,-0.3385751,0.9797394,1.276727,-0.3284044,0
00:28:01.885,2622,0.56,0.42,0.4,-23.31,161.75,-11.19,0.9521486,1.274497,-0.3404207,0.9776884,1.279512,-0.3297236,0
00:28:01.908,2644,0.46,0.43,0.46,-20.19,161.5,-14.19,0.9506326,1.274269,-0.340975,0.9757488,1.280744,-0.3300607,0
00:28:01.931,2668,0.53,0.47,-0.05,-18.25,161.31,-16.31,0.9496167,1.2742,-0.3415043,0.974407,1.281705,-0.3305056,0
00:28:01.960,2696,0.27,0.21,-0.47,-15.38,161,-19.56,0.9495044,1.273885,-0.3425179,0.9737624,1.282969,-0.3315227,0
00:28:01.985,2721,0.32,0,-0.38,-12.94,160.75,-22,0.949679,1.273052,-0.3434467,0.9735329,1.283325,-0.3326163,0
00:28:02.015,2751,0.34,-0.15,-0.47,-11.94,161,-23.12,0.949679,1.273052,-0.3434467,0.9734046,1.283862,-0.3328598,0
00:28:02.044,2780,0.07,-0.41,0.34,-10.44,161.19,-24.56,0.9503319,1.271648,-0.3448751,0.9738757,1.283151,-0.3346164,0
00:28:02.081,2818,0.28,0.11,0.53,-8.81,161,-26.44,0.9505222,1.271092,-0.3454156,0.9737213,1.283474,-0.335398,0
00:28:02.096,2832,0.3,0.54,0.57,-6,160.25,-29.56,0.9505722,1.270796,-0.3456802,0.9731192,1.284603,-0.3360431,0
00:28:02.110,2847,0.32,0.5,0.48,-5.19,160.12,-30.5,0.9505945,1.270274,-0.3460371,0.9729564,1.284497,-0.3365772,0
00:28:02.140,2876,0.37,0.37,0.38,-3.75,159.81,-32.31,0.9505344,1.269529,-0.3463409,0.9725165,1.284538,-0.3372092,0
00:28:02.160,2897,0.42,0.46,0.61,-1.81,159.56,-35,0.9505276,1.268992,-0.3466303,0.9719492,1.285125,-0.3381026,0
00:28:02.190,2926,0.42,0.46,0.61,-1.31,159.5,-36.06,0.9502521,1.26804,-0.3466735,0.9714273,1.2846,-0.3383522,0
00:28:02.230,2966,0.6,0.34,-0.58,0.5,159.25,-39.56,0.9503472,1.265635,-0.3469236,0.9706901,1.283556,-0.3393836,0
00:28:02.258,2994,0.35,0.11,-1.03,4.25,158.75,-45.38,0.9511344,1.264791,-0.3470914,0.970094,1.284765,-0.3413112,0
00:28:02.300,3036,0.43,0.36,-1.72,5.69,158.38,-48.12,0.9521779,1.264979,-0.3469484,0.9704072,1.285827,-0.341958,0
00:28:02.329,3065,0.27,0.01,-1.67,6.44,158.19,-49.81,0.9540247,1.266117,-0.3467875,0.9717802,1.287478,-0.3422792,0
00:28:02.352,3088,0.38,0.01,-1.69,6.5,158.31,-50.19,0.9550228,1.266973,-0.3462033,0.9726681,1.28845,-0.3418186,0
00:28:02.389,3125,0.43,0.24,-1.9,5.56,158.5,-49.56,0.9550228,1.266973,-0.3462033,0.9727663,1.288289,-0.3414443,0
00:28:02.427,3164,0.2,-0.37,-1.7,3.75,158.88,-47.25,0.9553289,1.268451,-0.3460352,0.9736342,1.289071,-0.3404133,0
