Time,ms,Acc_x,Acc_y,Acc_z,Ori_x,Ori_y,Ori_z,Spoon_loc_x,Spoon_loc_y,Spoon_loc_z,Score,Out,Trials,Remains
03:30:16.568,3,0.25,0.25,-0.09,14.1,270.3,18.7,0.8027138,1.387027,-0.1117039,2,3,5,123
03:30:16.587,21,0.37,0.17,-0.16,14.1,270.3,19,0.8032221,1.387848,-0.1125391,2,3,5,123
03:30:16.618,53,0.37,0.17,-0.16,14.1,270.3,19,0.8032221,1.387848,-0.1125391,2,3,5,123
03:30:16.639,74,0.37,0.14,-0.18,14.2,270.1,19.1,0.8042406,1.388639,-0.1128342,2,3,5,123
03:30:16.661,96,0.05,0.15,-0.13,14.1,270.1,19.3,0.8045925,1.389053,-0.1131124,2,3,5,123
03:30:16.683,118,0.16,0.1,-0.16,14.1,270,19.3,0.8048434,1.389339,-0.1132581,2,3,5,123
03:30:16.714,148,0.1,0.08,-0.13,14.1,269.8,19.4,0.8051247,1.38923,-0.1139143,2,3,5,123
03:30:16.737,171,-0.16,0.13,-0.06,14,269.8,19.4,0.8053955,1.389154,-0.1145182,2,3,5,123
03:30:16.755,191,-0.21,0.14,-0.03,14,269.6,19.4,0.804399,1.390068,-0.1163745,2,3,5,123
03:30:16.800,235,-0.03,0.01,-0.05,13.9,269.5,19.5,0.8034319,1.390859,-0.1180689,2,3,5,123
03:30:16.834,269,-0.17,0.08,0.1,13.8,269.5,19.6,0.8026432,1.391263,-0.1190741,2,3,5,123
03:30:16.858,292,0,-0.02,0.03,13.7,269.5,19.7,0.8023848,1.391243,-0.1195931,2,3,5,123
03:30:16.888,322,0.01,-0.01,0.12,13.7,269.5,19.7,0.802422,1.391213,-0.1198878,2,3,5,123
03:30:16.907,341,-0.03,0.04,0.09,13.6,269.5,19.8,0.8023772,1.391254,-0.119926,2,3,5,123
03:30:16.935,370,-0.03,0.04,0.09,13.6,269.5,19.8,0.8023772,1.391254,-0.119926,2,3,5,123
03:30:16.955,390,-0.07,0.07,0.11,13.6,269.5,19.8,0.8023562,1.391181,-0.1200464,2,3,5,123
03:30:16.975,410,0.15,0.01,0,13.6,269.5,20,0.8029055,1.390748,-0.1197841,2,3,5,123
03:30:16.998,433,0.04,0.09,0.02,13.5,269.5,20,0.8036789,1.389948,-0.1193066,2,3,5,123
03:30:17.021,455,0.03,0.01,-0.01,13.5,269.5,20,0.804747,1.389274,-0.1189322,2,3,5,123
03:30:17.042,476,0.04,0.05,-0.08,13.6,269.6,20.1,0.8053831,1.389131,-0.1191769,2,3,5,123
03:30:17.076,510,0,0.12,-0.17,13.6,269.6,20.1,0.8059391,1.389025,-0.1194327,2,3,5,123
03:30:17.096,531,-0.1,0.12,-0.22,13.5,269.5,20.2,0.8060154,1.389036,-0.1197517,2,3,5,123
03:30:17.116,551,-0.05,0.11,-0.26,13.5,269.5,20.3,0.8060631,1.389055,-0.120199,2,3,5,123
03:30:17.136,571,-0.06,0.13,-0.31,13.5,269.5,20.3,0.8059706,1.38906,-0.1204691,2,3,5,123
03:30:17.159,594,-0.04,0.17,-0.35,13.5,269.5,20.6,0.8060841,1.388741,-0.1206248,2,3,5,123
03:30:17.179,613,-0.03,0.17,-0.44,13.5,269.5,20.8,0.8062224,1.388362,-0.1207891,2,3,5,123
03:30:17.202,637,-0.05,0.17,-0.41,13.5,269.4,21,0.8059115,1.388146,-0.1211796,2,3,5,123
03:30:17.225,659,-0.16,0.11,-0.55,13.3,269.3,21.3,0.8055663,1.387928,-0.1215839,2,3,5,123
03:30:17.269,703,-0.09,0.18,-0.49,13.1,269.1,21.6,0.8052697,1.387427,-0.1221669,2,3,5,123
03:30:17.291,726,-0.24,0.15,-0.55,12.6,269.2,22.1,0.8048996,1.38554,-0.1230028,2,3,5,123
03:30:17.322,756,-0.13,0.19,-0.56,12.5,269.2,22.2,0.804646,1.38063,-0.1247339,2,3,5,123
03:30:17.343,778,-0.03,0.18,-0.37,12.1,269.3,22.6,0.8044638,1.378049,-0.1255026,2,3,5,123
03:30:17.381,815,0.12,0.09,-0.11,11.5,269.6,22.8,0.8040814,1.3752,-0.1265011,2,3,5,123
03:30:17.405,840,0.08,0.12,0.12,10.8,269.6,23.1,0.8034558,1.36989,-0.1276734,2,3,5,123
03:30:17.443,878,0.11,0.03,0.23,10.5,269.7,23.3,0.8020291,1.362582,-0.1283166,2,3,5,123
03:30:17.469,904,-0.07,0.06,0.14,9.8,269.8,23.6,0.8006644,1.356359,-0.1291564,2,3,5,123
03:30:17.511,945,-0.06,0.05,0.15,9.5,269.9,23.8,0.8000216,1.353711,-0.1295614,2,3,5,123
03:30:17.533,968,0.31,-0.12,0.04,8.8,270,24.4,0.8005595,1.351488,-0.1272228,2,3,5,123
03:30:17.561,996,0.19,0,-0.04,8.6,270.1,24.6,0.8024115,1.347695,-0.123029,2,3,5,123
03:30:17.584,1018,0.25,-0.02,-0.07,8.5,270.1,25,0.8035035,1.344789,-0.1223485,2,3,5,123
03:30:17.600,1035,0.25,-0.02,-0.07,8.5,270.1,25,0.8035035,1.344789,-0.1223485,2,3,5,123
03:30:17.624,1059,0.25,-0.07,-0.1,8.1,270.1,25.5,0.8044619,1.339194,-0.1227605,2,3,5,123
03:30:17.645,1080,-0.04,0.09,-0.2,7.8,270.1,26.1,0.8044619,1.339194,-0.1227605,2,3,5,123
03:30:17.679,1114,0.1,-0.08,-0.18,7.6,270.1,26.7,0.8040757,1.336069,-0.1260297,2,3,5,123
03:30:17.701,1136,0.14,0.09,-0.2,7.5,270.1,27.2,0.8041548,1.332423,-0.127274,2,3,5,123
03:30:17.744,1178,0.04,0.09,-0.17,7.3,270,27.8,0.8045697,1.326421,-0.1272919,2,3,5,123
03:30:17.767,1201,-0.25,0.07,-0.16,6.8,269.8,29,0.8046212,1.324215,-0.1274064,2,3,5,123
03:30:17.798,1233,-0.1,0.16,-0.09,6.6,269.9,29.4,0.8052754,1.319246,-0.1271091,2,3,5,123
03:30:17.821,1256,0.11,0.15,0,6.1,270,30.1,0.8052134,1.316611,-0.1283367,2,3,5,123
03:30:17.838,1273,0.14,0.06,-0.06,6,270,30.3,0.8051905,1.315122,-0.1288891,2,3,5,123
03:30:17.858,1293,0.1,0.02,-0.16,5.5,270.1,30.7,0.8049302,1.312949,-0.129679,2,3,5,123
03:30:17.903,1337,0.07,0.09,-0.03,5.2,270.3,31,0.8051295,1.310757,-0.1295319,2,3,5,123
03:30:17.928,1363,0.05,0.04,0.09,4.5,270.5,31.5,0.8052611,1.308484,-0.1294589,2,3,5,123
03:30:17.948,1382,0,0.21,0.11,4.3,270.5,31.6,0.805344,1.303736,-0.1286561,2,3,5,123
03:30:17.968,1404,-0.22,0.01,0.11,3.6,270.8,32,0.8051371,1.30217,-0.1281075,2,3,5,123
03:30:18.010,1445,-0.23,0.01,0.12,3.3,271,32.2,0.8049721,1.300257,-0.1275403,2,3,5,123
03:30:18.042,1476,-0.43,0.09,0.17,2.5,271.4,33,0.8051161,1.297596,-0.1261597,2,3,5,123
03:30:18.061,1496,-0.23,0.05,0.23,2.4,271.5,33.1,0.8053088,1.293881,-0.1246603,2,3,5,123
03:30:18.084,1519,-0.13,0.02,0.29,2.3,271.6,33.3,0.8053698,1.290278,-0.1232154,2,3,5,123
03:30:18.128,1563,-0.08,0.05,0.25,2.1,271.6,33.5,0.8053584,1.287693,-0.1223078,2,3,5,123
03:30:18.160,1595,0.32,-0.08,0.37,2,272,35.8,0.8048291,1.285758,-0.1229599,2,3,5,123
03:30:18.178,1614,0.21,0.11,0.25,2,272.1,36.1,0.8031468,1.281895,-0.1265361,2,3,5,123
03:30:18.197,1632,0.28,0.21,0.37,2,272.3,36.9,0.801948,1.278575,-0.1293771,2,3,5,123
03:30:18.214,1649,0.51,0.01,0.11,2,272.5,37.4,0.801948,1.278575,-0.1293771,2,3,5,123
